id,label_en,label_fr,label_ar,category,category_fr,category_ar
off-heu-h-milch-23c072,UHT Hay Milk,Lait de foin UHT,حليب العلف UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-high-protein-chocolate-flavour-pudding-a70ee5,High Protein Chocolate Pudding,Pudding hyperprotéiné chocolat,بودينغ عالي البروتين بالشوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-high-protein-raspberry-quark-1d56e8,High Protein Raspberry Quark,Quark hyperprotéiné framboise,كوارك عالي البروتين بالتوت العليق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hipro-blauwe-bessen-c36921,HiPRO Blueberry,HiPRO myrtille,هاي برو بالتوت الأزرق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hipro-saveur-vanille-e93377,HiPRO Vanilla,HiPRO saveur vanille,هاي برو بنكهة الفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hirtenk-se-3d30db,Shepherd Cheese,Fromage type feta,جبن أبيض على طريقة الفيتا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hirtenk-se-nach-griechischer-art-c03006,Greek-Style Shepherd Cheese,Fromage type feta à la grecque,جبن أبيض على الطريقة اليونانية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hochsteirer-full-fat-hard-cheese-9b06e4,Full-Fat Hard Cheese,Fromage à pâte dure entier,جبن صلب كامل الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-bio-entier-2cdb18,Organic Whole Milk,Lait bio entier,حليب عضوي كامل الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hofburger-schmelzscheiben-quot-allg-uer-art-quot-0d734c,Hofburger Processed Cheese Slices Allgäu Style,Tranches de fromage fondu façon Allgäu,شرائح جبن مطبوخ على طريقة ألغاو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hofk-se-mild-cremig-fca2ce,Mild Creamy Farm Cheese,Fromage fermier doux et crémeux,جبن مزرعة خفيف وكريمي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-il-gusto-nature-pointe-d-huile-d-olive-3a6aba,Il Gusto Plain with Olive Oil Hint,Il Gusto nature pointe d'huile d'olive,إل غوستو طبيعي مع لمسة زيت زيتون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ile-flottante-9c3ac5,Floating Island,Île flottante,إيل فلوتانت,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ile-flottante-la-vanille-bourbon-5a8de5,Floating Island Bourbon Vanilla,Île flottante à la vanille Bourbon,إيل فلوتانت بفانيليا بوربون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-iogurte-natural-1d4a5d,Plain Yogurt,Yaourt nature,زبادي طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-irische-butter-0c4f3a,Irish Butter,Beurre irlandais,زبدة إيرلندية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-irische-markenbutter-f6734d,Irish Butter,Beurre irlandais,زبدة إيرلندية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-irischer-cheddar-herzhaft-8c9dfa,Irish Cheddar Strong,Cheddar irlandais corsé,شيدر إيرلندي قوي النكهة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-italiamo-passione-italiana-mascarpone-5880a4,Italiamo Mascarpone,Mascarpone Italiamo,ماسكاربوني إيتاليامو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-itchebai-ch-vre-brebis-7a87fd,Itchebai Goat and Sheep Cheese,Itchebai chèvre brebis,إيتشيباي جبن ماعز وغنم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jockey-3-de-mg-nature-5a2f62,Jockey Plain 3% Fat,Jockey nature 3% MG,جوكي طبيعي 3٪ دسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jockey-cottage-cheese-nature-ec1de8,Jockey Cottage Cheese Plain,Jockey cottage cheese nature,جوكي جبن قريش طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-bircherm-sli-724a15,Bircher Muesli Yogurt,Yaourt Bircher müesli,زبادي بيرشر موسلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mild-9620c6,Mild Yogurt,Yaourt doux,زبادي خفيف,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mild-3-5-fett-d30e28,Mild Yogurt 3.5% Fat,Yaourt doux 3,5% MG,زبادي خفيف 3.5٪ دسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mild-3-8-fett-32e689,Mild Yogurt 3.8% Fat,Yaourt doux 3,8% MG,زبادي خفيف 3.8٪ دسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mild-cremig-ger-hrt-000c8e,Mild Creamy Stirred Yogurt,Yaourt doux crémeux brassé,زبادي خفيف كريمي مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mild-heidelbeere-d18b6f,Mild Blueberry Yogurt,Yaourt doux à la myrtille,زبادي خفيف بالتوت الأزرق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-joghurt-mit-der-ecke-schoko-flakes-8214d4,Yogurt with Chocolate Flakes Corner,Yaourt avec éclats de chocolat,زبادي مع رقائق شوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jogurt-bio-nature-e91299,Organic Plain Yogurt,Yaourt bio nature,زبادي عضوي طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-c-pes-bolets-la-cr-me-fra-che-31b4ae,Ceps & Boletes with Fresh Cream,Cèpes & bolets à la crème fraîche,فطر بورسيني وبوليت بالكريمة الطازجة,Ready Meals,Plats préparés,وجبات جاهزة
off-galleta-frac-vainilla-90e768,Vanilla Biscuit,Galleta Frac Vainilla,بسكويت بالفانيليا,Snacks & Sweets,Snacks & sucreries,وجبات خفيفة وحلويات
off-ganze-nuss-schokokade-da2893,Whole Hazelnut Chocolate,Ganze Nuss Schokolade,شوكولاتة بالبندق الكامل,Snacks & Sweets,Snacks & sucreries,وجبات خفيفة وحلويات
off-gluten-free-chocolate-crispy-caramel-mini-bites-a60728,Gluten Free Chocolate Crispy Caramel Mini Bites,Gluten free chocolate crispy caramel mini bites,قطع صغيرة مقرمشة بالشوكولاتة والكراميل خالية من الغلوتين,Snacks & Sweets,Snacks & sucreries,وجبات خفيفة وحلويات
off-grand-ravioli-c-pes-5070b9,Large Cep Ravioli,Grand ravioli cèpes,رافيولي كبير بحشوة الفطر,Ready Meals,Plats préparés,وجبات جاهزة
off-g-teau-de-riz-nappage-caramel-94b160,Rice Cake with Caramel Topping,Gâteau de riz nappage caramel,كيك الأرز مع طبقة كراميل,Desserts,Desserts,حلويات
off-g-teau-de-riz-sur-lit-de-caramel-93a8ed,Rice Cake on Caramel Bed,Gâteau de riz sur lit de caramel,كيك الأرز فوق طبقة كراميل,Desserts,Desserts,حلويات
off-horchata-fresca-100-natural-ee8fd2,Fresh Horchata 100% Natural,Horchata fresca 100% natural,أورشاتا طازجة طبيعية 100٪,Beverages,Boissons,مشروبات
off-knorr-soupe-liquide-velout-de-l-gumes-lentilles-co-d77d48,Knorr Creamy Vegetable & Red Lentil Soup,KNORR Soupe Liquide Velouté de Légumes & Lentilles Corail,شوربة كنور كريمية بالخضار والعدس الأحمر,Pantry & Canned,Garde-manger & Conserves,مواد غذائية ومعلبات
off-la-bio-pizza-3-fromages-mozzarella-emmental-gorgon-425bff,Organic 3 Cheese Pizza,La Bio Pizza 3 Fromages ; Mozzarella, Emmental, Gorgonzola,بيتزا عضوية بثلاثة أنواع جبن,Frozen Foods,Surgelés,مجمدات
off-lachs-frischk-sezubereitung-ee68e1,Salmon Cream Cheese Spread,Lachs Frischkäsezubereitung,جبنة كريمية بالسلمون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-uht-41f6af,Semi-Skimmed UHT Milk,Lait demi-écrémé UHT,حليب نصف الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-ecr-m-cdc995,Semi-Skimmed Milk,Lait demi-écrémé,حليب نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-ecr-m-st-rilis-uht-eaba2a,Semi-Skimmed UHT Milk,Lait demi-écrémé stérilisé UHT,حليب نصف الدسم معقم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-crem-engag-briques-a1dde7,Semi-Skimmed Milk (Cartons),Lait demi-écrémé en briques,حليب نصف الدسم بعبوات كرتونية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-bio-862ff2,Organic Semi-Skimmed Milk,Lait demi-écrémé bio,حليب نصف الدسم عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-bio-dia-ad9279,Organic Semi-Skimmed Milk Dia,Lait demi-écrémé bio Dia,حليب نصف الدسم عضوي ديا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-en-direct-des-leveurs-74f97b,Semi-Skimmed Milk Direct from Farmers,Lait demi-écrémé direct des éleveurs,حليب نصف الدسم مباشرة من المربين,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-st-rilis-u-h-t-ea5c73,Semi-Skimmed UHT Milk,Lait demi-écrémé stérilisé UHT,حليب نصف الدسم معقم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-uht-bbc-sans-ogm-normandie-0380d3,Semi-Skimmed UHT Milk Non-GMO Normandy,Lait demi-écrémé UHT sans OGM Normandie,حليب نصف الدسم UHT بدون كائنات معدلة نورماندي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-uht-bio-bretagne-c0bf6d,Organic Semi-Skimmed UHT Milk Brittany,Lait demi-écrémé UHT bio Bretagne,حليب نصف الدسم UHT عضوي بريتاني,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-des-campagnes-demi-cr-m-7f0bda,Semi-Skimmed Country Milk,Lait des campagnes demi-écrémé,حليب ريفي نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-des-campagnes-demi-cr-m-de-la-loire-623680,Semi-Skimmed Country Milk Loire,Lait des campagnes demi-écrémé de la Loire,حليب ريفي نصف الدسم من لوار,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-des-campagnes-du-centre-de-la-france-269190,Country Milk Central France,Lait des campagnes du centre de la France,حليب ريفي من وسط فرنسا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-des-charentes-et-du-poitou-e7e6f7,Milk from Charentes and Poitou,Lait des Charentes et du Poitou,حليب من شارانت وبواتو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-des-hauts-de-france-adaf0a,Milk from Hauts-de-France,Lait des Hauts-de-France,حليب من أو-دو-فرانس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-en-poudre-cr-m-bio-2f17f8,Organic Skimmed Milk Powder,Lait en poudre écrémé bio,حليب مجفف خالي الدسم عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-8edb67,Whole Milk,Lait entier,حليب كامل الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-1-litre-0f351c,Whole Milk 1 Litre,Lait entier 1 litre,حليب كامل الدسم 1 لتر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-bio-ce116e,Organic Whole Milk,Lait entier bio,حليب كامل الدسم عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-en-poudre-0090aa,Whole Milk Powder,Lait entier en poudre,حليب كامل الدسم مجفف,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-st-rilis-uht-46c044,Whole UHT Milk,Lait entier stérilisé UHT,حليب كامل الدسم معقم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-uht-bleu-blanc-coeur-95c514,Whole UHT Milk Bleu-Blanc-Coeur,Lait entier UHT Bleu-Blanc-Cœur,حليب كامل الدسم UHT بلو بلان كير,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-facile-dig-rer-e54af9,Easy to Digest Milk,Lait facile à digérer,حليب سهل الهضم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-fermente-yorik-nature-a62fc0,Plain Fermented Milk Yorik,Lait fermenté nature Yorik,حليب مخمر طبيعي يوريك,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-ferment-aef6de,Fermented Milk,Lait fermenté,حليب مخمر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-ferment-au-bifidus-nature-12x-252597,Plain Bifidus Fermented Milk 12x,Lait fermenté au bifidus nature 12x,حليب مخمر ببيفيدوس طبيعي 12 عبوة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-de-normandie-fd7db9,Fresh Milk from Normandy,Lait frais de Normandie,حليب طازج من نورماندي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-de-normandie-microfiltr-demi-cr-m-69c74e,Fresh Microfiltered Semi-Skimmed Milk Normandy,Lait frais microfiltré demi-écrémé de Normandie,حليب طازج نصف الدسم مُرشح دقيقًا من نورماندي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-demi-cr-m-pasteuris-c97518,Fresh Pasteurised Semi-Skimmed Milk,Lait frais demi-écrémé pasteurisé,حليب طازج نصف الدسم مبستر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-entier-microfiltr-bio-dc884c,Organic Fresh Microfiltered Whole Milk,Lait frais entier microfiltré bio,حليب طازج كامل الدسم مُرشح عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-microfiltr-entier-15ccf3,Fresh Microfiltered Whole Milk,Lait frais entier microfiltré,حليب طازج كامل الدسم مُرشح,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-pasteuris-demi-cr-m-37872c,Fresh Pasteurised Semi-Skimmed Milk,Lait frais pasteurisé demi-écrémé,حليب طازج نصف الدسم مبستر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-matin-l-ger-bio-6d87ff,Light Morning Milk Organic,Lait Matin léger bio,حليب صباحي خفيف عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-premium-demi-cr-m-66574f,Premium Semi-Skimmed Milk,Lait premium demi-écrémé,حليب نصف الدسم ممتاز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-ribot-demi-cr-m-ca0bbd,Buttermilk Semi-Skimmed,Lait ribot demi-écrémé,لبن رائب نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-semi-cr-m-95d008,Semi-Skimmed Milk,Lait semi-écrémé,حليب نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-soja-vanille-82062c,Vanilla Soy Milk,Lait soja vanille,حليب صويا بالفانيليا,Dairy Alternatives,Alternatives laitières,بدائل الألبان
off-lait-uht-1-2-ecreme-bio-bt-943091,Organic Semi-Skimmed UHT Milk,Lait UHT demi-écrémé bio,حليب نصف الدسم UHT عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-biologique-cr-m-bio-ee9789,Organic Skimmed UHT Milk,Lait UHT biologique écrémé bio,حليب خالي الدسم UHT عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-demi-ecreme-02b511,Semi-Skimmed UHT Milk,Lait UHT demi-écrémé,حليب نصف الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-demi-cr-m-73f7ac,Semi-Skimmed UHT Milk,Lait UHT demi-écrémé,حليب نصف الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-demi-cr-m-bleu-blanc-coeur-107316,Semi-Skimmed UHT Milk Bleu Blanc Coeur,Lait UHT demi-écrémé Bleu Blanc Cœur,حليب نصف الدسم UHT بلو بلان كير,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-entier-d93f6b,Whole UHT Milk,Lait UHT entier,حليب كامل الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-entier-bio-bt-2bfb21,Organic Whole UHT Milk,Lait UHT entier bio,حليب كامل الدسم UHT عضوي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-uht-entier-bq-4954bd,Whole UHT Milk,Lait UHT entier,حليب كامل الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-vit-d-e266b4,Vitamin D Milk,Lait vitamine D,حليب مدعم بفيتامين د,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-cr-m-372f11,Skimmed Milk,Lait écrémé,حليب خالي الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-cr-m-0-mg-2d0a0c,Skimmed Milk (0% Fat),Lait écrémé (0 % MG),حليب خالي الدسم (0٪ دهون),Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-cr-m-en-poudre-ad8c94,Skimmed Milk Powder,Lait écrémé en poudre,حليب مجفف خالي الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-cr-m-st-rilis-uht-e5c4bf,Skimmed UHT Milk,Lait écrémé stérilisé UHT,حليب خالي الدسم معقم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-cr-m-uht-bbc-sans-ogm-bretagne-bc2035,Skimmed UHT Milk Non-GMO Brittany,Lait écrémé UHT sans OGM Bretagne,حليب خالي الدسم UHT بدون كائنات معدلة بريتاني,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-landfein-yaourt-pomme-banana-6455a8,Landfein Apple Banana Yogurt,Yaourt Landfein pomme banane,زبادي لاندفاين بالتفاح والموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lati-uht-demi-ecreme-f1038e,Lati Semi-Skimmed UHT Milk,Lati lait UHT demi-écrémé,حليب لاتي نصف الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-latte-fieno-di-montagna-e05d1b,Mountain Hay Milk,Latte fieno di montagna,حليب جبلي من أبقار العلف الطبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-latte-scremato-lidl-c6dddd,Lidl Skimmed Milk,Latte scremato Lidl,حليب ليدل خالي الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-de-la-laiterie-de-cond-sur-vire-doux-82--05fa98,Condé-sur-Vire Unsalted Butter (82% Fat),Beurre doux de Condé-sur-Vire (82 % MG),زبدة غير مملحة كوندي سور فير (82٪ دهن),Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-lidl-82-mg-doux-cf15cf,Lidl Unsalted Butter (82% Fat),Beurre Lidl doux (82 % MG),زبدة ليدل غير مملحة (82٪ دهن),Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-moul-demi-sel-c88181,Shaped Semi-Salted Butter,Beurre moulé demi-sel,زبدة نصف مملحة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-moul-doux-fc4aa8,Shaped Unsalted Butter,Beurre moulé doux,زبدة غير مملحة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-tendre-demi-sel-7d7e60,Soft Semi-Salted Butter,Beurre tendre demi-sel,زبدة طرية نصف مملحة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-bon-lait-fran-ais-demi-cr-m-9e6a10,French Semi-Skimmed Milk,Lait français demi-écrémé,حليب فرنسي نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-bon-moelleux-5a0767,Light Soft Cheese,Fromage moelleux allégé 5% MG,جبن طري خفيف 5٪ دهن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-brass-sur-lit-de-myrtilles-11e075,Blueberry Yogurt on Fruit Layer,Brassé sur lit de myrtilles,زبادي مخفوق بطبقة توت أزرق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-brebiou-des-pyr-n-es-51cb03,Brebiou Pyrenees Sheep Cheese,Le Brebiou des Pyrénées,جبن بريبيو من جبال البرانس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-brebiou-des-pyr-n-es-frais-491698,Fresh Brebiou Pyrenees Sheep Cheese,Le Brebiou des Pyrénées frais,جبن بريبيو طازج من جبال البرانس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-cab-cou-du-p-rigord-fromage-de-ch-vre-827023,Cabecou du Perigord Goat Cheese,Cabécou du Périgord fromage de chèvre,جبن ماعز كابيكو دو بيريغور,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-campagnou-bio-beurre-moul-demi-sel-f236d7,Organic Semi-Salted Butter,Beurre moulé demi-sel bio,زبدة عضوية نصف مملحة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-crottin-de-ch-vre-008289,Goat Cheese Crottin,Crottin de chèvre,جبن ماعز كروتان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-cr-meux-a43ddf,Creamy Cheese,Le crémeux,جبن كريمي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-cr-meux-au-fruits-avec-morceaux-c892fe,Creamy Fruit Yogurt with Pieces,Crémeux aux fruits avec morceaux,زبادي كريمي بالفواكه مع قطع,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-douxcr-meux-28cec6,Soft Creamy Cheese,Le doux crémeux,جبن طري كريمي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fouett-nature-9e4442,Plain Whipped Goat Cheese,Fromage de chèvre fouetté nature,جبن ماعز مخفوق طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-pav-doux-et-fondant-86fdaf,Soft Melting Cheese Pavé,Pavé doux et fondant,جبن بافيه طري يذوب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-blanc-des-limousins-c4f1ab,Limousin Fromage Blanc,Fromage blanc des Limousins,فرماج بلان من ليموزان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-de-margot-652a20,Organic Plain Spreadable Cheese,Fromage nature bio à tartiner,جبن عضوي طبيعي قابل للدهن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-fouett-aff3f3,Whipped Cheese,Fromage fouetté,جبن مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-fouett-aux-noix-dc2bf5,Whipped Cheese with Walnuts,Fromage fouetté aux noix,جبن مخفوق بالجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-fouett-madame-lo-k-figue-noix-de-nos-r--6fb4d1,Whipped Cheese Fig Walnut,Fromage fouetté figue noix,جبن مخفوق بالتين والجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-fouett-nature-au-sel-de-gu-rande-d290e4,Whipped Cheese with Guerande Salt,Fromage fouetté nature au sel de Guérande,جبن مخفوق طبيعي بملح غيراند,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-fromage-pour-tartiflette-30-mg-b3ecae,Cheese for Tartiflette (30% Fat),Fromage pour tartiflette (30 % MG),جبن لطبق تارتيفليت (30٪ دهن),Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-gruyere-aop-94547a,Gruyere AOP,Le Gruyère AOP,جبن غرويير AOP,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-bio-des-limousins-4b313f,Organic Milk from Limousin,Lait bio des Limousins,حليب عضوي من ليموزان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-chocolat-des-limousins-ff5fa5,Chocolate Milk from Limousin,Lait chocolaté des Limousins,حليب بالشوكولاتة من ليموزان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-de-chez-nous-f292bd,Local Milk,Lait de chez nous,حليب محلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-ferment-extra-doux-d73a43,Extra Mild Fermented Milk,Lait fermenté extra doux,حليب مخمر خفيف جدًا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-ribot-008c7b,Buttermilk,Lait ribot,لبن رائب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-cr-m-5df17a,Skimmed Milk,Lait écrémé,حليب خالي الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-lait-quitable-demi-cr-m-57faa7,Fair Trade Semi-Skimmed Milk,Lait équitable demi-écrémé,حليب نصف الدسم تجارة عادلة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-morbier-au-lait-cru-af19bc,Morbier Raw Milk Cheese,Morbier au lait cru,جبن موربييه بحليب خام,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-nature-6051c7,Plain Yogurt,Yaourt nature,زبادي طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-nature-brebis-nature-361f70,Plain Sheep Yogurt,Yaourt nature au lait de brebis,زبادي طبيعي بحليب الغنم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-nature-sucre-de-canne-au-lait-breton-301cfe,Plain Yogurt with Cane Sugar Breton Milk,Yaourt nature sucre de canne au lait breton,زبادي طبيعي بسكر القصب من حليب بريتاني,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-nature-sucr-b86e77,Sweetened Plain Yogurt,Yaourt nature sucré,زبادي طبيعي محلى,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-pav-d-auguste-f8e3be,Auguste Cheese Pavé,Pavé d'Auguste,جبن بافيه أوغوست,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-petit-frais-gervais-nature-3-9-6b40cb,Gervais Plain Fresh Cheese 3.9%,Petit frais Gervais nature 3,9 %,جبن طازج جيرفيه طبيعي 3.9٪,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-petit-pot-de-cr-me-au-chocolat-7474a8,Chocolate Cream Pot,Petit pot de crème au chocolat,كريمة شوكولاتة في كوب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-petit-torc-en-20-mg-7548ca,Petit Torceen Cheese 20% Fat,Petit Torcéen (20 % MG),جبن بيتي تورسيان 20٪ دهن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-petit-tr-o-035aa6,Petit Troo Cheese,Petit Trôo,جبن بيتي ترو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
